baseline,model,n_real,seed,epochs,fold,heldout_file_id,n_train,n_val,acc,macro_f1,f1_normal_machining,f1_lead_screw_anomaly,f1_base_imbalance,confusion
real_only,simple_cnn,25,4,20,file_id_10,10,75,257,0.45136186770428016,0.21590795647399422,0.0,0.6199460916442049,0.027777777777777776,"[[0,71,0],[0,115,4],[0,66,1]]"
real_only,simple_cnn,25,5,20,file_id_10,10,75,257,0.4785992217898833,0.3475180945536677,0.0,0.5962732919254659,0.4462809917355372,"[[0,67,4],[0,96,23],[0,40,27]]"
real_only,simple_cnn,25,6,20,file_id_10,10,75,257,0.38910505836575876,0.21919879062736206,0.0,0.5555555555555556,0.10204081632653061,"[[0,66,5],[3,95,21],[0,62,5]]"
real_only,simple_cnn,25,7,20,file_id_10,10,75,257,0.42412451361867703,0.3453932864769366,0.05333333333333334,0.4714828897338403,0.5113636363636364,"[[2,60,9],[2,62,55],[0,22,45]]"
real_only,simple_cnn,25,8,20,file_id_10,10,75,257,0.4474708171206226,0.4170735930735931,0.18181818181818182,0.472,0.5974025974025974,"[[10,51,10],[29,59,31],[0,21,46]]"
real_only,simple_cnn,25,9,20,file_id_10,10,75,257,0.42412451361867703,0.3385544635544635,0.02702702702702703,0.4772727272727273,0.5113636363636364,"[[1,60,10],[2,63,54],[0,22,45]]"
real_only,simple_cnn,50,0,20,file_id_10,10,150,257,0.26459143968871596,0.29505446897379123,0.20118343195266272,0.08823529411764706,0.5957446808510638,"[[17,51,3],[81,9,29],[0,25,42]]"
real_only,simple_cnn,50,1,20,file_id_10,10,150,257,0.21011673151750973,0.22690233985722605,0.18633540372670807,0.16379310344827586,0.3305785123966942,"[[15,51,5],[71,19,29],[4,43,20]]"
real_only,simple_cnn,50,2,20,file_id_10,10,150,257,0.17509727626459143,0.18288307527545747,0.11510791366906475,0.15447154471544716,0.27906976744186046,"[[8,59,4],[60,19,40],[0,49,18]]"
real_only,simple_cnn,50,3,20,file_id_10,10,150,257,0.2490272373540856,0.240022714738917,0.12280701754385964,0.226890756302521,0.37037037037037035,"[[7,55,9],[36,27,56],[0,37,30]]"
real_only,simple_cnn,50,4,20,file_id_10,10,150,257,0.2529182879377432,0.23637419074970997,0.1346153846153846,0.26877470355731226,0.3057324840764331,"[[7,57,7],[26,34,59],[0,43,24]]"
real_only,simple_cnn,50,5,20,file_id_10,10,150,257,0.3424124513618677,0.30045781556572926,0.12,0.4072727272727273,0.37410071942446044,"[[6,59,6],[23,56,40],[0,41,26]]"
real_only,simple_cnn,50,6,20,file_id_10,10,150,257,0.16342412451361868,0.1748366013071895,0.2222222222222222,0.1111111111111111,0.19117647058823528,"[[16,48,7],[57,13,49],[0,54,13]]"
real_only,simple_cnn,50,7,20,file_id_10,10,150,257,0.23346303501945526,0.24320506900830444,0.15602836879432624,0.21138211382113822,0.36220472440944884,"[[11,57,3],[59,26,34],[0,44,23]]"
real_only,simple_cnn,50,8,20,file_id_10,10,150,257,0.25680933852140075,0.2515024252192534,0.12903225806451613,0.2530612244897959,0.3724137931034483,"[[8,55,8],[45,31,43],[0,40,27]]"
real_only,simple_cnn,50,9,20,file_id_10,10,150,257,0.3035019455252918,0.2667302698381835,0.09009009009009009,0.37410071942446044,0.336,"[[5,63,3],[33,52,34],[2,44,21]]"
